"seriesCandidate","code","canonicalCode","displayCode","sourceMeaningEn","normalizedMeaningDraftRu","categoryCandidate","sourceManualId","sourceManualTitle","sourcePath","sourceSection","sourceContext","confidence","alreadyInRuntime","existingRuntimePath","proposedRuntimeFolder","proposedPackageId","actionRecommendation","reason"
"X series","o8","O8","o8","Communication malfunction of IDU's driver","Черновая нормализация требуется: Communication malfunction of IDU's driver","indoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Indoor Unit","PDF 70; Error Indication - Indoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/o8.json","gree/gmv-x/indoor","gree-gmv-x-vrf-indoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","E0","E0","E0","Malfunction of ODU","Черновая нормализация требуется: Malfunction of ODU","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","E1","E1","E1","High-pressure protection","Черновая нормализация требуется: High-pressure protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e1.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e1.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","E3","E3","E3","Low-pressure protection","Черновая нормализация требуется: Low-pressure protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e3.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e3.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","E4","E4","E4","High discharge temperature protection of compressor","Черновая нормализация требуется: High discharge temperature protection of compressor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e4.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e4.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","F0","F0","F0","Main board of ODU is poor","Черновая нормализация требуется: Main board of ODU is poor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","F1","F1","F1","Malfunction of high-pressure sensor","Черновая нормализация требуется: Malfunction of high-pressure sensor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f1.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f1.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","F3","F3","F3","Malfunction of low-pressure sensor","Черновая нормализация требуется: Malfunction of low-pressure sensor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f3.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f3.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","F5","F5","F5","Malfunction of discharge temperature sensor of compressor 1","Черновая нормализация требуется: Malfunction of discharge temperature sensor of compressor 1","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f5.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f5.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","J1","J1","J1","Over-current protection of compressor 1","Черновая нормализация требуется: Over-current protection of compressor 1","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j1.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j1.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","J7","J7","J7","Gas-mixing protection of 4-way valve","Черновая нормализация требуется: Gas-mixing protection of 4-way valve","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j7.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j7.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","J8","J8","J8","High pressure ratio protection of system","Черновая нормализация требуется: High pressure ratio protection of system","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j8.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j8.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","J9","J9","J9","Low pressure ratio protection of system","Черновая нормализация требуется: Low pressure ratio protection of system","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j9.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j9.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","P0","P0","P0","Malfunction of driving board of compressor","Черновая нормализация требуется: Malfunction of driving board of compressor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 71; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/p0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","P5","P5","P5","Over-current protection of inverter compressor","Черновая нормализация требуется: Over-current protection of inverter compressor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p5.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/p5.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","P6","P6","P6","Drive IPM module protection of compressor","Черновая нормализация требуется: Drive IPM module protection of compressor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p6.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/p6.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","P8","P8","P8","Drive IPM high temperature protection of compressor","Черновая нормализация требуется: Drive IPM high temperature protection of compressor","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p8.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/p8.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","H0","H0","H0","Malfunction of driving board of fan","Черновая нормализация требуется: Malfunction of driving board of fan","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","H5","H5","H5","Over-current protection of inverter fan","Черновая нормализация требуется: Over-current protection of inverter fan","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h5.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","H6","H6","H6","Drive IPM module protection of fan","Черновая нормализация требуется: Drive IPM module protection of fan","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h6.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","H8","H8","H8","Drive IPM high temperature protection of fan","Черновая нормализация требуется: Drive IPM high temperature protection of fan","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h8.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","G0","G0","G0","PV reversed connection protection","Черновая нормализация требуется: PV reversed connection protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","G1","G1","G1","PV anti-islanding protection","Черновая нормализация требуется: PV anti-islanding protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g1.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","G2","G2","G2","PV DC overcurrent protection","Черновая нормализация требуется: PV DC overcurrent protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g2.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","G8","G8","G8","Overcurrent protection at power grid side","Черновая нормализация требуется: Overcurrent protection at power grid side","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 72; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g8.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","U0","U0","U0","Preheat time of compressor is insufficient","Черновая нормализация требуется: Preheat time of compressor is insufficient","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/u0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
