seriesCandidate,code,canonicalCode,displayCode,sourceMeaningEn,normalizedMeaningDraftRu,categoryCandidate,sourceManualId,sourceManualTitle,sourceDocument,sourcePath,sourceSection,sourcePage,sourceContext,confidence,alreadyInAnyGreeRuntime,existingRuntimePath,overlapSeries,actionRecommendation,reason
GMV9 Flex,LU,LU,LU,Indoor unit’s branch is not inconsistent for one-to-more unit of heat recovery system,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/lu.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lu.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,Lb,LB,Lb,"For single control over multiple units, IDU is inconsistent (reheating- dehumidifying system)",,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/lb.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lb.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d1,D1,d1,Indoor PCB is poor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d1.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d1.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d2,D2,d2,Malfunction of lower water temperature sensor of water tank,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d2.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d2.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d3,D3,d3,Malfunction of ambient temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d3.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d3.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d3.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d4,D4,d4,Malfunction of entry-tube temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d4.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d4.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d4.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d5,D5,d5,Malfunction of mid-tube temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d5.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d5.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d6,D6,d6,Malfunction of exit-tube temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d6.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d6.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d6.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d7,D7,d7,Malfunction of humidity sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d7.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d7.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d7.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d8,D8,d8,Malfunction of water temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d8.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d8.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d8.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,d9,D9,d9,Malfunction of jumper cap,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/d9.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/d9.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/d9.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dA,DA,dA,Web address of IDU is abnormal,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/da.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/da.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/da.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dh,DH,dh,PCB of wired controller is abnormal,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dh.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/dh.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dh.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dC,DC,dC,Setting capacity of DIP switch code is abnormal,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dc.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/dc.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dc.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dL,DL,dL,Malfunction of air outlet temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dl.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/dl.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dl.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dE,DE,dE,Malfunction of indoor CO2 sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/de.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/de.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/de.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dF,DF,dF,Malfunction of upper water temperature sensor of water tank,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/df.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/df.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,dJ,DJ,dJ,Malfunction of backwater temperature sensor,,indoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 67 / manual page 65,Indoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/indoor/dj.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dj.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
