seriesCandidate,code,canonicalCode,displayCode,sourceMeaningEn,normalizedMeaningDraftRu,categoryCandidate,sourceManualId,sourceManualTitle,sourceDocument,sourcePath,sourceSection,sourcePage,sourceContext,confidence,alreadyInAnyGreeRuntime,existingRuntimePath,overlapSeries,actionRecommendation,reason
GMV X,db,DB,db,Debugging status,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor db / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/db.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/db.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dC,DC,dC,Setting capacity of DIP switch code is abnormal,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dC / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dc.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dc.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dd,DD,dd,Malfunction of solar power temperature sensor,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dd / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dd.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dE,DE,dE,Malfunction of indoor CO2 sensor,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dE / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/de.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/de.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dF,DF,dF,Malfunction of upper water temperature sensor of water tank,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dF / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/df.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dH,DH,dH,PCB of wired controller is abnormal,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dH / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dh.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dh.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dJ,DJ,dJ,Malfunction of backwater temperature sensor,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dJ / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dj.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dL,DL,dL,Malfunction of air outlet temperature sensor,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dL / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/dl.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dl.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dn,DN,dn,Malfunction of swing parts,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dn / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dn.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dP,DP,dP,Malfunction of inlet tube temperature sensor of generator,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dP / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dp.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dU,DU,dU,Malfunction of drainage pipe temperature sensor of generator,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dU / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/du.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,dy,DY,dy,Malfunction of water temperature sensor,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor dy / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/dy.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L0,L0,L0,Malfunction of IDU,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L0 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l0.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l0.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L1,L1,L1,Protection of indoor fan,???????? ????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L1 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l1.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l1.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L2,L2,L2,Auxiliary heating protection,???????? ????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L2 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l2.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l2.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L3,L3,L3,Water-full protection,???????? ????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L3 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l3.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l3.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L4,L4,L4,Abnormal Power for wired controller,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L4 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l4.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l4.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L5,L5,L5,Freeze prevention protection,???????? ????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L5 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l5.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l5.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L6,L6,L6,Mode conflict,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L6 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l6.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l6.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L7,L7,L7,No main IDU,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L7 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l7.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l7.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L8,L8,L8,Power is insufficient,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L8 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l8.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l8.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,L9,L9,L9,"For single control over multiple units, number of IDU is inconsistent (HBS network)",????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor L9 / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/l9.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/l9.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LA,LA,LA,"For single control over multiple units, IDU series is inconsistent (HBS network)",????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LA / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/la.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/la.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,Lb,LB,Lb,"For single control over multiple units, IDU is inconsistent (reheating-dehumidifying system)",????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor Lb / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lb.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LC,LC,LC,IDU is not matching with outdoor unit,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LC / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/lc.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lc.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LE,LE,LE,Rotation speed of EC DC water pump is abnormal,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LE / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/le.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LF,LF,LF,Malfunction of shunt valve setting,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LF / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lf.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LH,LH,LH,Alarm due to bad air quality,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LH / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/lh.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lh.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,LJ,LJ,LJ,Setting of functional DIP switch code is wrong,????????? ??????????? ?????,indoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF page 74 / manual page 72,Chapter 3 Faults / Error Indication / Indoor LJ / PDF page 74 / manual page 72,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/indoor/lj.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
